date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sz.300608,13.8,14.58,13.7,14.28,48851726,692036145.54,17.7575,5.7778
2025-02-11,sz.300608,13.79,13.97,13.35,13.58,40665682,553107644.26,14.7819,-4.902
2025-02-12,sz.300608,13.46,14.0,13.45,13.81,30055661,413070596.54,10.9252,1.6937
2025-02-13,sz.300608,13.82,13.89,13.24,13.48,24776306,334704459.15,9.0061,-2.3896
2025-02-14,sz.300608,13.48,14.32,13.39,14.09,38901915,541905510.1,14.1407,4.5252
2025-02-17,sz.300608,14.35,14.7,13.95,14.07,37429001,532796488.84,13.6053,-0.1419
2025-02-18,sz.300608,13.99,14.28,13.32,13.39,27229713,373942308.91,9.8979,-4.833
2025-02-19,sz.300608,13.49,13.99,13.33,13.69,18171387,248411407.81,6.6053,2.2405
2025-02-20,sz.300608,13.68,13.82,13.28,13.5,15812906,213563211.59,5.748,-1.3879
2025-02-21,sz.300608,13.59,14.86,13.43,14.4,36154676,511741696.13,13.1421,6.6667
2025-02-24,sz.300608,14.1,14.25,13.66,13.96,26804612,371561960.93,9.7434,-3.0556
2025-02-25,sz.300608,13.6,14.1,13.43,13.77,19377437,266575101.99,7.0436,-1.361
2025-02-26,sz.300608,14.0,14.55,13.74,14.46,31141609,442254004.82,11.3199,5.0109
2025-02-27,sz.300608,14.44,15.12,13.84,14.21,33688791,484376617.95,12.2458,-1.7289
2025-02-28,sz.300608,13.97,14.14,12.6,12.72,30195411,399201716.4,10.976,-10.4856
2025-03-03,sz.300608,12.77,13.58,12.68,13.04,23815180,313362740.4,8.6568,2.5157
2025-03-04,sz.300608,12.9,13.49,12.85,13.25,14567016,193368713.6,5.2951,1.6104
2025-03-05,sz.300608,13.25,13.59,13.0,13.56,16493834,219862178.74,5.9955,2.3396
2025-03-06,sz.300608,13.98,14.98,13.9,14.86,42257793,613113436.1,15.3606,9.587
2025-03-07,sz.300608,14.73,15.37,14.28,14.45,42726251,635782729.64,15.5309,-2.7591
2025-03-10,sz.300608,14.65,14.76,13.88,14.1,21425821,302444608.05,7.7882,-2.4221
2025-03-11,sz.300608,13.89,14.38,13.8,14.19,19453556,273957782.84,7.0713,0.6383
