date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.603171,36.98,39.87,36.14,38.04,13216031,495381717.5,3.2561,4.2192
2025-02-11,sh.603171,37.94,39.78,37.21,38.79,8011992,308106638.08,1.9739,1.9716
2025-02-12,sh.603171,38.55,42.67,38.04,42.67,11315804,467109975.75,2.7879,10.0026
2025-02-13,sh.603171,44.0,44.0,40.81,40.93,9903167,410075967.54,2.4399,-4.0778
2025-02-14,sh.603171,40.91,45.02,40.75,44.96,12185197,530708547.87,3.0021,9.8461
2025-02-17,sh.603171,44.7,48.78,42.54,44.65,10798785,486179372.39,2.6605,-0.6895
2025-02-18,sh.603171,43.16,45.75,42.5,42.8,8198722,357216139.89,2.0199,-4.1433
2025-02-19,sh.603171,42.02,43.36,41.0,43.19,7845000,334722843.0,1.9328,0.9112
2025-02-20,sh.603171,42.81,43.88,42.21,43.42,6493864,280065088.72,1.5999,0.5325
2025-02-21,sh.603171,43.81,46.59,42.8,45.59,7227792,324122411.16,1.7807,4.9977
2025-02-24,sh.603171,44.75,45.4,43.15,43.39,5943997,262711971.56,1.4644,-4.8256
2025-02-25,sh.603171,42.29,44.36,42.0,43.86,4486854,194887347.16,1.1054,1.0832
2025-02-26,sh.603171,44.0,46.37,43.0,45.5,5132766,230437291.7,1.2646,3.7392
2025-02-27,sh.603171,44.77,45.4,42.7,43.77,4785299,210032708.25,1.179,-3.8022
2025-02-28,sh.603171,43.74,43.91,41.4,41.75,4291500,182352868.0,1.0573,-4.615
2025-03-03,sh.603171,42.22,43.39,41.22,41.98,4266927,181053504.3,1.0513,0.5509
2025-03-04,sh.603171,41.65,44.3,41.11,43.8,5574153,243032715.04,1.3733,4.3354
2025-03-05,sh.603171,43.8,45.15,43.07,44.14,3523500,155043612.0,0.8681,0.7763
2025-03-06,sh.603171,44.41,48.55,44.4,48.55,6283726,293839833.54,1.5481,9.9909
2025-03-07,sh.603171,49.0,53.41,49.0,51.82,10820982,557065005.86,2.666,6.7353
2025-03-10,sh.603171,49.74,50.76,47.78,50.48,7513816,369304586.56,1.8512,-2.5859
2025-03-11,sh.603171,49.48,53.26,49.0,52.74,6793396,349631255.92,1.6737,4.477
