date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600537,2.85,14851305,41972036.2,1.2546,-1.0417
2025-01-14,sh.600537,2.96,23130822,67496644.86,1.9541,3.8596
2025-01-15,sh.600537,2.98,56759867,164756904.03,4.7951,0.6757
2025-01-16,sh.600537,2.98,28056222,83577041.97,2.3702,0.0
2025-01-17,sh.600537,2.9,21639879,63296078.1,1.8281,-2.6846
2025-01-20,sh.600537,2.89,21140022,61241342.36,1.7859,-0.3448
2025-01-21,sh.600537,2.86,16783129,48331616.65,1.4178,-1.0381
2025-01-22,sh.600537,2.77,17968800,50309451.0,1.518,-3.1469
2025-01-23,sh.600537,2.7,22115779,61336791.2,1.8683,-2.5271
2025-01-24,sh.600537,2.73,19806494,53826505.4,1.6732,1.1111
2025-01-27,sh.600537,2.75,22055900,60692979.0,1.8633,0.7326
2025-02-05,sh.600537,2.91,39356602,112334707.56,3.3248,5.8182
2025-02-06,sh.600537,2.99,33541764,99064959.64,2.8336,2.7491
2025-02-07,sh.600537,3.12,48345202,149129885.89,4.0842,4.3478
2025-02-10,sh.600537,3.34,74170180,243842353.56,6.2659,7.0513
2025-02-11,sh.600537,3.31,52755506,173538769.14,4.4568,-0.8982
2025-02-12,sh.600537,3.13,90229940,281558170.6,7.6226,-5.4381
2025-02-13,sh.600537,3.04,53023968,162037357.52,4.4795,-2.8754
2025-02-14,sh.600537,3.0,37028660,112158879.0,3.1282,-1.3158
2025-02-17,sh.600537,3.07,39839041,121350885.66,3.3656,2.3333
2025-02-18,sh.600537,2.98,30521600,92253838.0,2.5785,-2.9316
2025-02-19,sh.600537,3.01,22331700,66751228.0,1.8866,1.0067
2025-02-20,sh.600537,2.99,19493720,58089729.6,1.6468,-0.6645
2025-02-21,sh.600537,2.98,22372597,66658024.63,1.89,-0.3344
2025-02-24,sh.600537,3.03,38123174,116301220.18,3.2206,1.6779
2025-02-25,sh.600537,3.06,39639710,121731991.26,3.3488,0.9901
2025-02-26,sh.600537,3.12,44360223,137155148.3,3.7475,1.9608
2025-02-27,sh.600537,3.05,35378028,107792080.16,2.9887,-2.2436
2025-02-28,sh.600537,2.97,26006800,78211405.0,2.197,-2.623
2025-03-03,sh.600537,2.99,22240100,67123731.0,1.8788,0.6734
2025-03-04,sh.600537,3.0,18623600,55230768.2,1.5733,0.3344
2025-03-05,sh.600537,2.94,26745503,78139054.99,2.2595,-2.0
2025-03-06,sh.600537,2.95,19409014,57174041.3,1.6397,0.3401
2025-03-07,sh.600537,2.92,20443734,59879667.68,1.7271,-1.0169
2025-03-10,sh.600537,2.96,22627637,67097488.44,1.9116,1.3699
2025-03-11,sh.600537,3.0,23145300,68443720.0,1.9553,1.3514
2025-01-13,sh.600885,31.72,10377874,329441395.8,0.9953,2.2566
2025-01-14,sh.600885,32.21,10135464,324685690.23,0.9721,1.5448
2025-01-15,sh.600885,31.31,8688369,274511859.39,0.8333,-2.7942
2025-01-16,sh.600885,31.86,7427980,236148408.74,0.7124,1.7566
2025-01-17,sh.600885,32.3,7872220,254182202.5,0.755,1.381
2025-01-20,sh.600885,33.25,11389505,376661612.2,1.0923,2.9412
2025-01-21,sh.600885,33.95,13144656,441156905.8,1.2607,2.1053
2025-01-22,sh.600885,33.66,6818209,229713458.3,0.6539,-0.8542
2025-01-23,sh.600885,33.41,9261152,309395556.92,0.8882,-0.7427
2025-01-24,sh.600885,34.6,13140188,453380317.04,1.2602,3.5618
2025-01-27,sh.600885,34.4,9174820,317888568.4,0.8799,-0.578
2025-02-05,sh.600885,34.11,13491009,460470696.46,1.2939,-0.843
2025-02-06,sh.600885,34.11,7455038,254576048.06,0.715,0.0
2025-02-07,sh.600885,34.25,7189275,247092248.04,0.6895,0.4104
2025-02-10,sh.600885,33.22,10507413,350853048.84,1.0077,-3.0073
2025-02-11,sh.600885,33.08,6961111,229687590.42,0.6676,-0.4214
2025-02-12,sh.600885,33.01,5088612,167647130.59,0.488,-0.2116
2025-02-13,sh.600885,32.49,9144621,299265953.86,0.877,-1.5753
2025-02-14,sh.600885,32.97,6578476,216280433.64,0.6309,1.4774
2025-02-17,sh.600885,32.81,6531039,213000684.24,0.6264,-0.4853
2025-02-18,sh.600885,33.49,10053552,335330785.68,0.9642,2.0725
2025-02-19,sh.600885,33.46,8284237,276927826.55,0.7945,-0.0896
2025-02-20,sh.600885,33.6,6360020,211773649.07,0.61,0.4184
2025-02-21,sh.600885,34.5,10716100,367681204.8,1.0277,2.6786
2025-02-24,sh.600885,33.77,7490960,254935025.8,0.7184,-2.1159
2025-02-25,sh.600885,33.36,5786746,193336469.74,0.555,-1.2141
2025-02-26,sh.600885,33.62,4739360,158804516.6,0.4545,0.7794
2025-02-27,sh.600885,33.78,4263327,143257901.05,0.4089,0.4759
2025-02-28,sh.600885,33.62,7987040,269953687.98,0.766,-0.4737
2025-03-03,sh.600885,33.46,5079316,171736782.92,0.4871,-0.4759
2025-03-04,sh.600885,33.55,3946513,132813534.43,0.3785,0.269
2025-03-05,sh.600885,33.48,4463038,149116950.5,0.428,-0.2086
2025-03-06,sh.600885,34.2,7407341,253054761.07,0.7104,2.1505
2025-03-07,sh.600885,34.54,6281220,216946837.29,0.6024,0.9942
2025-03-10,sh.600885,34.41,5220480,179614356.64,0.5007,-0.3764
2025-03-11,sh.600885,34.98,6712103,234329699.46,0.6437,1.6565
