date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600152,5.53,7127164,39046157.98,1.3471,0.1812
2025-01-14,sh.600152,5.74,7212501,41046656.7,1.3632,3.7975
2025-01-15,sh.600152,5.71,5312454,30365536.42,1.0041,-0.5226
2025-01-16,sh.600152,5.74,7974801,46042942.84,1.5073,0.5254
2025-01-17,sh.600152,5.62,7436501,41985302.62,1.4056,-2.0906
2025-01-20,sh.600152,5.8,9592230,55303489.1,1.813,3.2028
2025-01-21,sh.600152,5.6,9655640,54503617.7,1.825,-3.4483
2025-01-22,sh.600152,5.58,5902400,32901951.0,1.1156,-0.3571
2025-01-23,sh.600152,5.56,8430610,47685766.4,1.5934,-0.3584
2025-01-24,sh.600152,5.57,5243810,29031592.2,0.9911,0.1799
2025-01-27,sh.600152,5.51,6242600,34868446.0,1.1799,-1.0772
2025-02-05,sh.600152,5.65,6293200,35380595.0,1.1895,2.5408
2025-02-06,sh.600152,5.84,11471211,65845937.77,2.1681,3.3628
2025-02-07,sh.600152,5.87,11116856,65322190.72,2.1012,0.5137
2025-02-10,sh.600152,5.93,7614700,44961955.0,1.4392,1.0221
2025-02-11,sh.600152,5.95,8603902,50689391.76,1.6262,0.3373
2025-02-12,sh.600152,5.96,7657900,45380357.0,1.4474,0.1681
2025-02-13,sh.600152,5.95,9945800,59565672.0,1.8798,-0.1678
2025-02-14,sh.600152,6.05,14041799,85239547.02,2.654,1.6807
2025-02-17,sh.600152,6.01,9842799,59088350.04,1.8604,-0.6612
2025-02-18,sh.600152,6.22,32100410,201193168.75,6.0672,3.4942
2025-02-19,sh.600152,6.16,21686257,131856537.55,4.0989,-0.9646
2025-02-20,sh.600152,6.04,16819090,101280986.7,3.1789,-1.9481
2025-02-21,sh.600152,6.04,13099457,78944430.15,2.4759,0.0
2025-02-24,sh.600152,6.03,12166856,73070910.07,2.2996,-0.1656
2025-02-25,sh.600152,6.01,8785200,52905946.0,1.6605,-0.3317
2025-02-26,sh.600152,6.18,17131261,105593007.93,3.2379,2.8286
2025-02-27,sh.600152,6.36,32011460,205200365.62,6.0504,2.9126
2025-02-28,sh.600152,6.25,22586200,142748700.0,4.269,-1.7296
2025-03-03,sh.600152,6.35,25042917,160926692.09,4.7333,1.6
2025-03-04,sh.600152,6.25,15943000,99133008.0,3.0133,-1.5748
2025-03-05,sh.600152,6.23,10736249,66335352.78,2.0292,-0.32
2025-03-06,sh.600152,6.27,12613601,78901919.25,2.3841,0.6421
2025-03-07,sh.600152,6.11,14167801,87070072.92,2.6778,-2.5518
2025-03-10,sh.600152,6.16,8552954,52628598.03,1.6166,0.8183
2025-03-11,sh.600152,6.23,13082900,81011438.0,2.4728,1.1364
