date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.601727,6.94,141613308,981547369.24,1.119,-0.9986
2025-01-14,sh.601727,7.35,273686113,1973122139.13,2.1626,5.9078
2025-01-15,sh.601727,7.2,172104950,1241056336.5,1.3599,-2.0408
2025-01-16,sh.601727,7.22,161403654,1167906794.3,1.2754,0.2778
2025-01-17,sh.601727,7.17,108024656,775565125.28,0.8536,-0.6925
2025-01-20,sh.601727,7.16,122399040,883797359.12,0.9672,-0.1395
2025-01-21,sh.601727,7.18,140148872,1007433606.96,1.1074,0.2793
2025-01-22,sh.601727,7.11,238613323,1716785278.77,1.8855,-0.9749
2025-01-23,sh.601727,7.82,681227952,5243657486.24,5.3829,9.9859
2025-01-24,sh.601727,7.74,599191449,4548503613.54,4.7347,-1.023
2025-01-27,sh.601727,7.22,372786285,2758198443.42,2.9457,-6.7183
2025-02-05,sh.601727,7.35,232551177,1704936840.63,1.8376,1.8006
2025-02-06,sh.601727,7.66,352114873,2657666040.52,2.7823,4.2177
2025-02-07,sh.601727,7.9,468241401,3662699718.35,3.7,3.1332
2025-02-10,sh.601727,8.0,496111831,3980131319.84,3.9202,1.2658
2025-02-11,sh.601727,7.78,296914729,2320190859.62,2.3462,-2.75
2025-02-12,sh.601727,8.56,845275312,7085061007.22,6.6792,10.0257
2025-02-13,sh.601727,8.79,1126766385,9914857285.32,8.9035,2.6869
2025-02-14,sh.601727,8.57,513778705,4377542548.36,4.0598,-2.5028
2025-02-17,sh.601727,8.6,434659332,3727691682.18,3.4346,0.3501
2025-02-18,sh.601727,8.19,374009367,3127455895.47,2.9554,-4.7674
2025-02-19,sh.601727,8.42,305038797,2551919529.13,2.4104,2.8083
2025-02-20,sh.601727,8.93,666504128,5838801706.08,5.2666,6.057
2025-02-21,sh.601727,8.95,636798293,5652944921.76,5.0319,0.224
2025-02-24,sh.601727,8.84,406244851,3607659134.42,3.2101,-1.2291
2025-02-25,sh.601727,8.91,444429810,3953508957.51,3.5118,0.7919
2025-02-26,sh.601727,8.93,371513818,3317099003.72,2.9356,0.2245
2025-02-27,sh.601727,8.64,358912276,3123883774.76,2.8361,-3.2475
2025-02-28,sh.601727,8.16,296725791,2470341278.34,2.3447,-5.5556
2025-03-03,sh.601727,8.26,237260157,1958847758.38,1.8748,1.2255
2025-03-04,sh.601727,8.27,185236077,1525881267.2,1.4637,0.1211
2025-03-05,sh.601727,8.24,163127360,1342993933.16,1.289,-0.3628
2025-03-06,sh.601727,8.37,221814324,1853747387.88,1.7527,1.5777
2025-03-07,sh.601727,8.2,202959995,1668596003.89,1.6038,-2.0311
2025-03-10,sh.601727,8.21,140485018,1156383586.52,1.1101,0.122
2025-03-11,sh.601727,8.13,145251001,1176560280.57,1.1477,-0.9744
2025-01-13,sh.603031,25.58,1152885,28938099.3,0.5461,0.8277
2025-01-14,sh.603031,26.48,1508001,39244522.25,0.7143,3.5184
