date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600067,2.41,15311100,36285236.0,1.1002,0.0
2025-01-14,sh.600067,2.5,13322601,32806417.46,0.9573,3.7344
2025-01-15,sh.600067,2.51,12596400,31379714.0,0.9051,0.4
2025-01-16,sh.600067,2.54,14709101,37540137.57,1.0569,1.1952
2025-01-17,sh.600067,2.53,9186200,23162250.0,0.6601,-0.3937
2025-01-20,sh.600067,2.56,13017300,33103720.9,0.9354,1.1858
2025-01-21,sh.600067,2.52,13402600,34285661.0,0.9631,-1.5625
2025-01-22,sh.600067,2.38,20994333,50838120.87,1.5086,-5.5556
2025-01-23,sh.600067,2.39,17303800,42269053.0,1.2434,0.4202
2025-01-24,sh.600067,2.4,12495700,29790979.0,0.8979,0.4184
2025-01-27,sh.600067,2.39,12606500,30583327.0,0.9059,-0.4167
2025-02-05,sh.600067,2.44,11516100,27898268.0,0.8275,2.0921
2025-02-06,sh.600067,2.45,16156587,39238231.28,1.161,0.4098
2025-02-07,sh.600067,2.51,17477200,43871064.0,1.2558,2.449
2025-02-10,sh.600067,2.6,19314300,49671923.0,1.3879,3.5857
2025-02-11,sh.600067,2.56,15189700,38962372.0,1.0915,-1.5385
2025-02-12,sh.600067,2.55,17203200,43634134.0,1.2362,-0.3906
2025-02-13,sh.600067,2.56,18431700,47238930.0,1.3244,0.3922
2025-02-14,sh.600067,2.48,20423300,51161314.0,1.4675,-3.125
2025-02-17,sh.600067,2.54,16701900,42081495.0,1.2001,2.4194
2025-02-18,sh.600067,2.51,21781800,55257127.0,1.5652,-1.1811
2025-02-19,sh.600067,2.52,13922503,35175414.51,1.0004,0.3984
2025-02-20,sh.600067,2.53,13610900,34230704.92,0.978,0.3968
2025-02-21,sh.600067,2.5,17767393,44461483.57,1.2767,-1.1858
2025-02-24,sh.600067,2.54,18524900,46938903.4,1.3311,1.6
2025-02-25,sh.600067,2.53,13831200,35178229.0,0.9939,-0.3937
2025-02-26,sh.600067,2.58,23493895,60183105.2,1.6882,1.9763
2025-02-27,sh.600067,2.58,19373600,49737959.0,1.3921,0.0
2025-02-28,sh.600067,2.52,19692700,50092847.0,1.415,-2.3256
2025-03-03,sh.600067,2.52,17260680,43671717.2,1.2403,0.0
2025-03-04,sh.600067,2.77,70391089,189962706.88,5.058,9.9206
2025-03-05,sh.600067,2.63,83854924,220308395.47,6.0255,-5.0542
2025-03-06,sh.600067,2.62,45349175,118550149.83,3.2586,-0.3802
2025-03-07,sh.600067,2.59,41660441,108251953.1,2.9936,-1.145
2025-03-10,sh.600067,2.62,25061000,65013526.0,1.8008,1.1583
2025-03-11,sh.600067,2.67,41117802,108750564.24,2.9546,1.9084
