date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.600446,15.98,16.71,15.93,16.47,35697288,582214325.0,3.7724,2.7449
2025-02-11,sh.600446,16.45,16.58,16.06,16.27,23969553,390987580.58,2.533,-1.2143
2025-02-12,sh.600446,16.28,16.92,16.28,16.9,35204134,589901094.42,3.7203,3.8722
2025-02-13,sh.600446,16.86,17.17,16.61,16.87,31027500,523772793.0,3.2789,-0.1775
2025-02-14,sh.600446,16.83,17.27,16.65,17.08,28067692,477877579.76,2.9661,1.2448
2025-02-17,sh.600446,17.3,18.05,17.0,17.91,50567501,893392506.83,5.3438,4.8595
2025-02-18,sh.600446,17.75,17.93,17.13,17.23,33435383,585747599.71,3.5334,-3.7968
2025-02-19,sh.600446,17.24,17.77,16.94,17.44,30107420,523592186.6,3.1817,1.2188
2025-02-20,sh.600446,17.25,17.72,17.25,17.4,19733523,343980547.92,2.0854,-0.2294
2025-02-21,sh.600446,17.5,17.93,17.2,17.88,33365766,589272345.1,3.526,2.7586
2025-02-24,sh.600446,17.7,18.68,17.7,17.99,37176966,676115701.5,3.9288,0.6152
2025-02-25,sh.600446,17.72,19.79,17.55,19.79,72217522,1372091333.64,7.6318,10.0056
2025-02-26,sh.600446,20.6,20.99,19.4,20.48,101914848,2057013256.98,10.7701,3.4866
2025-02-27,sh.600446,20.48,20.74,19.6,19.97,58000910,1163817807.99,6.1294,-2.4902
2025-02-28,sh.600446,19.8,20.18,18.05,18.14,62655880,1179338205.76,6.6213,-9.1637
2025-03-03,sh.600446,18.2,18.5,17.64,18.07,42734800,771340089.75,4.5161,-0.3859
2025-03-04,sh.600446,17.79,18.95,17.68,18.52,38717083,717029661.38,4.0915,2.4903
2025-03-05,sh.600446,18.53,18.82,18.44,18.67,31885685,594420985.05,3.3696,0.8099
2025-03-06,sh.600446,18.75,19.1,18.51,18.74,42649939,802842626.92,4.5071,0.3749
2025-03-07,sh.600446,18.7,19.29,18.47,18.69,38843924,732749502.15,4.1049,-0.2668
2025-03-10,sh.600446,18.53,18.59,17.75,18.06,37809308,681309805.16,3.9956,-3.3708
2025-03-11,sh.600446,17.89,19.28,17.81,19.05,55739183,1042294162.99,5.8904,5.4817
