date,code,open,high,low,close,volume,amount,turn,pctChg
2025-01-13,sh.688155,36.05,36.96,35.91,36.64,846608,30841924.31,0.677,0.1366
2025-01-14,sh.688155,36.45,38.24,36.45,38.24,1475909,55628737.64,1.1803,4.3668
2025-01-15,sh.688155,38.21,38.59,37.76,38.3,1101189,42036962.99,0.8806,0.1569
2025-01-16,sh.688155,38.3,38.78,37.38,37.75,1435148,54525699.24,1.1477,-1.436
2025-01-17,sh.688155,37.7,37.97,37.32,37.85,965725,36364410.14,0.7723,0.2649
2025-01-20,sh.688155,38.11,38.77,38.03,38.5,1237214,47628212.16,0.9894,1.7173
2025-01-21,sh.688155,38.81,38.85,37.91,38.75,1211541,46473469.01,0.9688,0.6494
2025-01-22,sh.688155,38.66,39.2,38.2,38.75,1395488,54018404.4,1.1159,0.0
2025-01-23,sh.688155,38.88,40.08,38.88,39.98,2699435,106569508.94,2.1587,3.1742
2025-01-24,sh.688155,38.8,39.85,37.98,39.77,3324742,129679735.71,2.6587,-0.5253
2025-01-27,sh.688155,40.09,40.09,39.21,39.54,2326030,92313752.45,1.8601,-0.5783
2025-02-05,sh.688155,39.53,39.86,38.58,38.73,2240059,87414459.43,1.7913,-2.0486
2025-02-06,sh.688155,39.01,40.58,38.62,40.3,3182320,126961969.41,2.5448,4.0537
2025-02-07,sh.688155,40.55,40.59,39.8,40.58,4423318,177742845.26,3.5372,0.6948
2025-02-10,sh.688155,40.55,41.18,40.22,40.58,2770421,112767931.89,2.2154,0.0
2025-02-11,sh.688155,40.65,40.7,39.88,40.18,1836086,73673893.96,1.4683,-0.9857
2025-02-12,sh.688155,40.18,41.3,39.92,40.77,2877410,117051943.76,2.301,1.4684
2025-02-13,sh.688155,40.77,41.66,40.41,40.6,3453175,141722200.89,2.7614,-0.417
2025-02-14,sh.688155,40.48,42.31,40.4,41.3,3379717,140402376.75,2.7027,1.7241
2025-02-17,sh.688155,42.4,42.45,40.57,41.04,3280345,135663488.39,2.6232,-0.6295
2025-02-18,sh.688155,41.04,42.5,41.01,41.34,4372826,182812055.76,3.4969,0.731
2025-02-19,sh.688155,41.18,42.24,40.81,42.06,3455420,144460575.64,2.7632,1.7417
2025-02-20,sh.688155,42.44,42.49,41.78,42.27,3305578,139604339.58,2.6434,0.4993
2025-02-21,sh.688155,42.38,44.15,42.31,43.73,5184772,225315688.32,4.1462,3.454
2025-02-24,sh.688155,43.73,45.0,43.3,44.98,5139071,228311085.76,4.1096,2.8584
2025-02-25,sh.688155,44.11,44.88,43.95,44.0,3681863,163349281.14,2.9443,-2.1787
2025-02-26,sh.688155,44.14,45.41,43.92,45.16,3943868,176838935.18,3.1538,2.6364
2025-02-27,sh.688155,45.19,48.6,45.19,46.6,7406242,346580264.11,5.9226,3.1887
2025-02-28,sh.688155,46.6,49.39,45.6,45.89,8843202,418059752.26,7.0717,-1.5236
2025-03-03,sh.688155,47.5,54.08,46.5,53.4,15467580,786430428.45,12.3691,16.3652
2025-03-04,sh.688155,51.25,51.4,47.95,49.99,10735273,528788473.18,8.5848,-6.3858
2025-03-05,sh.688155,49.3,50.01,47.66,50.01,7947556,385236381.65,6.3555,0.04
2025-03-06,sh.688155,49.6,53.07,49.32,51.55,7935163,407119911.25,6.3456,3.0794
2025-03-07,sh.688155,51.12,51.7,49.01,49.3,6155905,307212323.37,4.9227,-4.3647
2025-03-10,sh.688155,49.38,50.8,49.08,50.18,5128112,256495483.71,4.1008,1.785
2025-03-11,sh.688155,49.1,49.58,47.43,48.35,6949082,335561549.03,5.557,-3.6469
