date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.603312,32.91,1603808,52903711.52,3.0537,3.817
2025-01-14,sh.603312,33.86,1513944,50659800.24,2.8826,2.8867
2025-01-15,sh.603312,32.86,896892,29853667.12,1.7077,-2.9533
2025-01-16,sh.603312,32.5,842027,27582666.27,1.6033,-1.0956
2025-01-17,sh.603312,33.05,778200,25692256.0,1.4817,1.6923
2025-01-20,sh.603312,33.9,1206872,40974488.48,2.2979,2.5719
2025-01-21,sh.603312,34.41,1220945,41922497.42,2.3247,1.5044
2025-01-22,sh.603312,33.75,914500,31183107.0,1.7412,-1.918
2025-01-23,sh.603312,33.38,980532,33102697.86,1.867,-1.0963
2025-01-24,sh.603312,33.37,699400,23455805.0,1.3317,-0.03
2025-01-27,sh.603312,32.9,1885305,61241922.93,3.5897,-1.4085
2025-02-05,sh.603312,33.53,1122405,37441034.13,2.1371,1.9149
2025-02-06,sh.603312,34.01,1387676,46817676.0,2.6422,1.4316
2025-02-07,sh.603312,34.62,1855692,63711206.36,3.5333,1.7936
2025-02-10,sh.603312,34.46,1222918,41812556.85,2.3285,-0.4622
2025-02-11,sh.603312,34.85,2267369,78453715.25,4.3172,1.1317
2025-02-12,sh.603312,34.86,2330773,81735584.61,4.4379,0.0287
2025-02-13,sh.603312,35.3,3493392,124357408.75,6.6515,1.2622
2025-02-14,sh.603312,36.12,2693005,95439502.95,5.1276,2.3229
2025-02-17,sh.603312,35.92,2212681,78515262.82,4.213,-0.5537
2025-02-18,sh.603312,38.59,7739447,295148528.81,14.7362,7.4332
2025-02-19,sh.603312,37.42,5101454,189387021.99,9.7134,-3.0319
2025-02-20,sh.603312,36.86,2366425,87216275.9,4.5058,-1.4965
2025-02-21,sh.603312,36.77,2359035,86879451.66,4.4917,-0.2442
2025-02-24,sh.603312,36.9,2938364,106763281.05,5.5948,0.3535
2025-02-25,sh.603312,36.8,1800548,66586501.67,3.4283,-0.271
2025-02-26,sh.603312,36.77,2254300,83658677.8,4.2923,-0.0815
2025-02-27,sh.603312,36.54,1318445,48283011.14,2.5104,-0.6255
2025-02-28,sh.603312,35.97,1386312,49957533.39,2.6396,-1.5599
2025-03-03,sh.603312,35.96,1034494,37304283.54,1.9697,-0.0278
2025-03-04,sh.603312,36.12,710655,25655077.85,1.3531,0.4449
2025-03-05,sh.603312,36.4,949458,34415394.9,1.8078,0.7752
2025-03-06,sh.603312,36.3,1282430,46576300.79,2.4418,-0.2747
2025-03-07,sh.603312,36.15,1185600,43236411.0,2.2574,-0.4132
2025-03-10,sh.603312,36.3,1001483,36122696.16,1.9069,0.4149
2025-03-11,sh.603312,36.68,1040104,37957182.79,1.9804,1.0468
