date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sz.301208,44.83,45.3,41.2,42.3,21856287,928146001.28,49.6181,-2.0607
2025-02-11,sz.301208,41.86,43.32,40.36,41.48,13557200,565433588.52,30.7775,-1.9385
2025-02-12,sz.301208,41.43,43.16,40.98,42.95,12590072,531652830.92,28.5819,3.5439
2025-02-13,sz.301208,41.98,42.0,39.85,40.4,10879886,443538748.92,24.6995,-5.9371
2025-02-14,sz.301208,40.01,41.46,40.0,40.82,7175194,292873865.6,16.2891,1.0396
2025-02-17,sz.301208,42.18,42.68,40.9,41.5,9034381,377999365.52,20.5098,1.6659
2025-02-18,sz.301208,41.23,41.82,39.35,39.5,6352769,257662201.71,14.422,-4.8193
2025-02-19,sz.301208,39.9,40.93,39.39,40.64,4743940,191812469.6,10.7697,2.8861
2025-02-20,sz.301208,40.96,41.86,40.61,41.58,6311692,260770314.72,14.3288,2.313
2025-02-21,sz.301208,42.89,43.2,41.51,42.5,11119145,472865042.55,25.2426,2.2126
2025-02-24,sz.301208,41.7,43.19,41.28,41.79,7174275,301086786.7,16.287,-1.6706
2025-02-25,sz.301208,40.57,41.55,40.1,40.98,5320780,217315760.4,12.0792,-1.9383
2025-02-26,sz.301208,41.0,42.9,40.26,42.83,8419495,350428271.2,19.1139,4.5144
2025-02-27,sz.301208,44.11,44.11,41.53,42.39,9747823,416940754.69,22.1295,-1.0273
2025-02-28,sz.301208,41.4,41.48,38.31,38.45,6532467,261540779.15,14.83,-9.2946
2025-03-03,sz.301208,38.62,39.48,37.93,38.52,3357536,130174619.24,7.6223,0.1821
2025-03-04,sz.301208,38.0,39.25,37.52,39.17,3101956,120397679.8,7.042,1.6874
2025-03-05,sz.301208,39.2,41.66,39.08,41.29,6809151,276483789.65,15.4581,5.4123
2025-03-06,sz.301208,41.29,49.55,41.2,49.55,23134533,1098128987.27,52.5199,20.0048
2025-03-07,sz.301208,49.06,52.99,46.18,46.46,29090249,1453133916.4,66.0406,-6.2361
2025-03-10,sz.301208,45.82,46.24,43.98,44.53,13579329,606451984.66,30.8277,-4.1541
2025-03-11,sz.301208,43.55,44.57,43.25,44.3,9605780,421711801.8,21.807,-0.5165
