date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sz.300386,16.03,16.48,15.98,16.48,24938151,406724982.15,10.047,2.6791
2025-02-11,sz.300386,16.3,16.61,16.11,16.21,20117340,328475189.0,8.1048,-1.6383
2025-02-12,sz.300386,16.1,16.33,16.01,16.32,17682220,286589729.0,7.1237,0.6786
2025-02-13,sz.300386,16.25,16.28,15.8,16.06,20444409,327729425.67,8.2366,-1.5931
2025-02-14,sz.300386,16.06,16.2,15.66,16.03,17858700,285241707.0,7.1948,-0.1868
2025-02-17,sz.300386,16.1,16.95,16.1,16.58,31188797,515570413.38,12.5652,3.4311
2025-02-18,sz.300386,16.48,16.66,15.23,15.32,26400900,420416397.0,10.6363,-7.5995
2025-02-19,sz.300386,15.34,15.66,15.25,15.65,14621760,226830576.2,5.8908,2.154
2025-02-20,sz.300386,15.64,16.55,15.55,16.35,25229920,409311291.24,10.1645,4.4728
2025-02-21,sz.300386,16.33,16.9,15.83,16.67,32100275,527093362.93,12.9324,1.9572
2025-02-24,sz.300386,16.77,16.77,16.11,16.36,19505535,319554685.88,7.8583,-1.8596
2025-02-25,sz.300386,15.98,16.57,15.89,16.19,16065420,261798838.8,6.4724,-1.0391
2025-02-26,sz.300386,16.19,16.35,15.95,16.27,17898585,289055146.51,7.2109,0.4941
2025-02-27,sz.300386,16.19,18.33,16.15,17.4,48463321,844172107.13,19.5247,6.9453
2025-02-28,sz.300386,17.02,18.18,17.02,17.44,46451532,820335148.23,18.7142,0.2299
2025-03-03,sz.300386,17.93,19.56,17.45,19.32,57401002,1054962608.34,23.1255,10.7798
2025-03-04,sz.300386,18.47,20.86,18.33,19.19,58639713,1132355075.71,23.6246,-0.6729
2025-03-05,sz.300386,18.7,19.99,18.46,19.64,44540103,862714282.35,17.9442,2.345
2025-03-06,sz.300386,19.6,20.5,19.1,19.34,52296130,1032615708.61,21.0689,-1.5275
2025-03-07,sz.300386,18.7,18.88,17.58,17.8,41750089,760337724.64,16.8201,-7.9628
2025-03-10,sz.300386,17.5,18.0,17.38,18.0,21136371,374350459.51,8.5153,1.1236
2025-03-11,sz.300386,17.6,18.15,17.53,17.9,17273600,309431005.69,6.9591,-0.5556
