date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600151,6.61,28078601,184793327.59,1.9577,-1.1958
2025-01-14,sh.600151,6.81,31344200,211190399.0,2.1854,3.0257
2025-01-15,sh.600151,6.75,25531301,169802541.72,1.7801,-0.8811
2025-01-16,sh.600151,6.75,20594000,138884753.94,1.4359,0.0
2025-01-17,sh.600151,6.68,15642135,103805638.25,1.0906,-1.037
2025-01-20,sh.600151,6.86,22763300,156129583.54,1.5871,2.6946
2025-01-21,sh.600151,6.81,16151251,109554480.7,1.1261,-0.7289
2025-01-22,sh.600151,6.64,13479400,89805050.0,0.9398,-2.4963
2025-01-23,sh.600151,6.6,18023900,121503587.0,1.2567,-0.6024
2025-01-24,sh.600151,6.74,14917500,99642800.0,1.0401,2.1212
2025-01-27,sh.600151,6.56,11998100,79909207.0,0.8365,-2.6706
2025-02-05,sh.600151,6.85,26831182,183861954.0,1.8707,4.4207
2025-02-06,sh.600151,6.92,16919818,116286278.65,1.1797,1.0219
2025-02-07,sh.600151,7.11,23373000,165438076.0,1.6296,2.7457
2025-02-10,sh.600151,7.16,16731101,119400815.12,1.1665,0.7032
2025-02-11,sh.600151,7.05,13686125,96325224.64,0.9542,-1.5363
2025-02-12,sh.600151,7.1,12550205,88578917.25,0.875,0.7092
2025-02-13,sh.600151,6.97,17398397,121893236.88,1.2131,-1.831
2025-02-14,sh.600151,7.0,14838000,103383875.0,1.0345,0.4304
2025-02-17,sh.600151,6.89,22814800,157863815.0,1.5907,-1.5714
2025-02-18,sh.600151,6.73,24779448,168942173.05,1.7277,-2.3222
2025-02-19,sh.600151,6.74,22736685,153548326.82,1.5853,0.1486
2025-02-20,sh.600151,6.95,28808102,197620293.6,2.0086,3.1157
2025-02-21,sh.600151,6.92,22915795,157557367.08,1.5978,-0.4317
2025-02-24,sh.600151,6.76,27918035,190081845.31,1.9465,-2.3121
2025-02-25,sh.600151,6.78,19865684,135127923.64,1.3851,0.2959
2025-02-26,sh.600151,6.9,28378139,195461884.17,1.9786,1.7699
2025-02-27,sh.600151,6.81,21867550,148356227.0,1.5247,-1.3043
2025-02-28,sh.600151,6.62,18622062,124553622.53,1.2984,-2.79
2025-03-03,sh.600151,6.62,15061873,100837522.83,1.0502,0.0
2025-03-04,sh.600151,6.8,22036321,149016521.8,1.5364,2.719
2025-03-05,sh.600151,6.79,16882368,113456803.68,1.1771,-0.1471
2025-03-06,sh.600151,7.19,51254652,364583522.35,3.5736,5.891
2025-03-07,sh.600151,7.7,84636329,648587248.02,5.9011,7.0932
2025-03-10,sh.600151,7.71,76323246,602458217.3,5.3215,0.1299
2025-03-11,sh.600151,7.88,53161107,417272348.5,3.7065,2.2049
