date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sz.000997,20.81,20.96,20.58,20.81,18022768,373901777.28,1.756,0.1444
2025-02-11,sz.000997,20.98,22.78,20.98,22.38,47698677,1045073778.84,4.6474,7.5444
2025-02-12,sz.000997,22.56,24.62,22.38,24.62,73878320,1771898697.86,7.1982,10.0089
2025-02-13,sz.000997,25.0,25.0,23.12,23.24,62126261,1471463648.45,6.0531,-5.6052
2025-02-14,sz.000997,23.24,24.5,22.92,24.13,57011903,1359691766.01,5.5548,3.8296
2025-02-17,sz.000997,24.1,24.41,23.13,23.45,41399460,980776140.75,4.0337,-2.8181
2025-02-18,sz.000997,23.38,23.64,22.5,22.65,32514602,747120729.04,3.168,-3.4115
2025-02-19,sz.000997,22.62,23.38,22.38,23.0,29400825,673611162.21,2.8646,1.5453
2025-02-20,sz.000997,23.05,23.15,22.45,22.81,24510985,557935456.69,2.3882,-0.8261
2025-02-21,sz.000997,22.88,23.77,22.8,23.64,33658521,785846082.86,3.2794,3.6388
2025-02-24,sz.000997,23.81,23.82,22.87,23.14,26897506,624379107.1,2.6207,-2.1151
2025-02-25,sz.000997,22.71,23.1,22.31,22.7,21515260,487774651.35,2.0963,-1.9015
2025-02-26,sz.000997,22.78,23.2,22.38,22.97,25018558,570581325.42,2.4376,1.1894
2025-02-27,sz.000997,22.96,24.11,22.83,23.94,47883575,1137258192.08,4.6654,4.2229
2025-02-28,sz.000997,23.6,23.72,22.5,22.66,26590400,613099666.51,2.5908,-5.3467
2025-03-03,sz.000997,22.5,23.71,22.1,22.9,25258200,583083177.95,2.461,1.0591
2025-03-04,sz.000997,22.6,23.05,22.48,22.79,14649700,333746906.0,1.4274,-0.4803
2025-03-05,sz.000997,22.76,23.15,22.53,23.11,15646514,357675711.37,1.5245,1.4041
2025-03-06,sz.000997,23.26,25.42,22.94,25.42,59985187,1478222971.69,5.8445,9.9957
2025-03-07,sz.000997,25.46,26.4,24.7,24.86,55305979,1404904469.43,5.3886,-2.203
2025-03-10,sz.000997,24.74,24.79,24.0,24.4,31052335,753802684.44,3.0255,-1.8504
2025-03-11,sz.000997,24.1,24.5,23.96,24.49,30273340,733083917.56,2.9496,0.3689
