date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sz.300479,21.1,22.34,20.95,21.83,26048023,566032814.89,13.2196,2.5364
2025-02-11,sz.300479,21.33,22.16,20.98,21.39,20795300,447273545.24,10.5538,-2.0156
2025-02-12,sz.300479,21.25,22.86,21.18,22.21,26884300,591822277.0,13.644,3.8336
2025-02-13,sz.300479,21.81,21.96,21.39,21.58,20212200,437498371.81,10.2579,-2.8366
2025-02-14,sz.300479,22.28,23.78,21.55,22.63,30654030,690560668.09,15.5572,4.8656
2025-02-17,sz.300479,22.6,23.63,22.25,22.87,25447976,583355634.79,12.9151,1.0605
2025-02-18,sz.300479,22.58,22.67,21.42,21.48,17658900,388741894.0,8.962,-6.0778
2025-02-19,sz.300479,21.7,24.44,21.64,23.05,24711161,566836879.84,12.5411,7.3091
2025-02-20,sz.300479,23.1,23.66,22.61,23.45,25999821,600841605.67,13.1951,1.7354
2025-02-21,sz.300479,24.5,25.8,23.7,23.77,37807704,924093213.43,19.1877,1.3646
2025-02-24,sz.300479,23.37,23.6,22.65,23.05,26318880,605415079.38,13.3571,-3.029
2025-02-25,sz.300479,23.51,23.9,23.0,23.04,23587863,552621232.66,11.9711,-0.0434
2025-02-26,sz.300479,22.66,23.69,22.42,23.47,22236200,516287455.54,11.2851,1.8663
2025-02-27,sz.300479,23.27,23.6,22.37,22.83,17887328,410233488.91,9.078,-2.7269
2025-02-28,sz.300479,22.5,22.7,21.0,21.12,17245275,374559616.99,8.7521,-7.4901
2025-03-03,sz.300479,21.29,22.24,20.91,21.68,13455299,292703436.03,6.8287,2.6515
2025-03-04,sz.300479,21.46,22.19,21.4,22.07,8728691,191433104.14,4.4299,1.7989
2025-03-05,sz.300479,21.95,22.28,21.61,22.2,8526718,187373297.54,4.3274,0.589
2025-03-06,sz.300479,22.37,23.46,22.35,23.09,16847125,386932234.0,8.5501,4.009
2025-03-07,sz.300479,23.07,23.7,22.58,22.78,15007205,347952681.3,7.6163,-1.3426
2025-03-10,sz.300479,22.81,23.97,22.08,23.46,24777615,573817272.8,12.5749,2.9851
2025-03-11,sz.300479,22.54,23.23,22.53,22.89,16107606,366841151.86,8.1748,-2.4297
