date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.603019,75.19,78.5,75.18,76.51,103458954,7965820064.78,7.093,1.9861
2025-02-11,sh.603019,76.0,77.0,74.25,74.96,86006410,6477556906.15,5.8965,-2.0259
2025-02-12,sh.603019,74.4,75.44,74.07,74.82,69413270,5186587513.62,4.7589,-0.1868
2025-02-13,sh.603019,74.9,75.14,72.34,72.5,73562560,5398994503.99,5.0433,-3.1008
2025-02-14,sh.603019,72.3,74.5,72.08,73.98,65265085,4805710349.18,4.4745,2.0414
2025-02-17,sh.603019,76.0,78.7,75.32,76.15,102204793,7850798739.1,7.007,2.9332
2025-02-18,sh.603019,76.15,76.16,72.52,72.92,71083366,5280850648.16,4.8734,-4.2416
2025-02-19,sh.603019,72.92,74.35,72.53,74.07,50080443,3688660138.41,3.4334,1.5771
2025-02-20,sh.603019,74.07,74.07,72.6,73.01,45275680,3307562551.18,3.104,-1.4311
2025-02-21,sh.603019,73.8,77.31,73.8,76.95,128441658,9750503234.58,8.8057,5.3965
2025-02-24,sh.603019,77.6,78.33,76.0,77.29,95008627,7319584136.51,6.5136,0.4418
2025-02-25,sh.603019,75.82,78.0,75.5,76.1,62979581,4806499005.54,4.3178,-1.5397
2025-02-26,sh.603019,76.69,78.5,75.2,78.2,91967579,7095044770.87,6.3051,2.7595
2025-02-27,sh.603019,78.98,79.01,75.5,76.39,74043369,5687730387.54,5.0763,-2.3146
2025-02-28,sh.603019,75.5,75.98,71.47,71.74,72643915,5329017912.0,4.9803,-6.0872
2025-03-03,sh.603019,71.73,72.3,69.81,70.48,46021318,3268142674.64,3.1551,-1.7563
2025-03-04,sh.603019,69.5,71.43,69.23,71.19,32840295,2320236892.41,2.2515,1.0074
2025-03-05,sh.603019,71.48,72.19,70.5,71.62,31781917,2266997990.37,2.1789,0.604
2025-03-06,sh.603019,72.33,74.0,72.33,73.49,46945644,3450083988.17,3.2185,2.611
2025-03-07,sh.603019,73.52,73.93,71.65,72.08,37972537,2763342554.38,2.6033,-1.9186
2025-03-10,sh.603019,71.79,72.28,70.5,71.03,34081871,2420287554.94,2.3366,-1.4567
2025-03-11,sh.603019,69.64,70.8,69.49,70.72,30015654,2104365263.91,2.0578,-0.4364
