date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.601126,15.37,12857437,199546776.23,1.5702,-3.9975
2025-01-14,sh.601126,15.85,10528967,165653526.29,1.2858,3.123
2025-01-15,sh.601126,15.57,7174100,112175232.0,0.8761,-1.7666
2025-01-16,sh.601126,15.89,9693994,153381671.4,1.1838,2.0552
2025-01-17,sh.601126,16.28,9451042,152964514.48,1.1542,2.4544
2025-01-20,sh.601126,16.56,8947985,149028064.1,1.0927,1.7199
2025-01-21,sh.601126,16.26,6137900,100393579.77,0.7496,-1.8116
2025-01-22,sh.601126,16.12,5705400,92088535.0,0.6968,-0.861
2025-01-23,sh.601126,16.37,7752600,126400749.76,0.9468,1.5509
2025-01-24,sh.601126,16.41,8939802,148010465.02,1.0917,0.2443
2025-01-27,sh.601126,16.31,6063740,99541369.0,0.7405,-0.6094
2025-02-05,sh.601126,16.02,8401400,135194012.0,1.026,-1.7781
2025-02-06,sh.601126,16.03,7740800,123400299.0,0.9453,0.0624
2025-02-07,sh.601126,16.21,10503610,170004605.76,1.2827,1.1229
2025-02-10,sh.601126,15.97,11739752,188195131.4,1.4337,-1.4806
2025-02-11,sh.601126,15.84,9708018,153488097.12,1.1856,-0.814
2025-02-12,sh.601126,16.02,8945647,142969456.11,1.0925,1.1364
2025-02-13,sh.601126,15.75,11173456,176907109.67,1.3645,-1.6854
2025-02-14,sh.601126,15.98,12602435,201933343.3,1.539,1.4603
2025-02-17,sh.601126,15.59,15345295,241006674.58,1.874,-2.4406
2025-02-18,sh.601126,15.63,10300325,162079863.5,1.2579,0.2566
2025-02-19,sh.601126,15.63,10385216,161428974.8,1.2683,0.0
2025-02-20,sh.601126,16.19,22946532,364419444.99,2.8023,3.5829
2025-02-21,sh.601126,17.81,54381755,964306627.47,6.6412,10.0062
2025-02-24,sh.601126,17.52,50396308,887068233.8,6.1545,-1.6283
2025-02-25,sh.601126,17.0,27292815,465158405.3,3.3331,-2.968
2025-02-26,sh.601126,16.85,24635830,416219243.62,3.0086,-0.8824
2025-02-27,sh.601126,16.56,18244330,302438624.7,2.228,-1.7211
2025-02-28,sh.601126,15.98,23716261,385980156.55,2.8963,-3.5024
2025-03-03,sh.601126,15.8,21411862,341000934.1,2.6149,-1.1264
2025-03-04,sh.601126,16.04,12155041,193995434.9,1.4844,1.519
2025-03-05,sh.601126,16.05,10781100,172769226.19,1.3166,0.0623
2025-03-06,sh.601126,16.21,23574498,382325903.27,2.879,0.9969
2025-03-07,sh.601126,16.39,19430417,318325410.48,2.3729,1.1104
2025-03-10,sh.601126,16.46,20641416,343028826.45,2.5208,0.4271
2025-03-11,sh.601126,16.61,12692420,208718937.2,1.55,0.9113
