date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.600455,22.75,23.15,22.53,23.1,1964875,44960217.46,3.1459,2.6667
2025-02-11,sh.600455,23.08,23.45,22.89,23.25,1865295,43302984.35,2.9865,0.6494
2025-02-12,sh.600455,23.31,23.5,23.0,23.35,1765274,41213506.3,2.8263,0.4301
2025-02-13,sh.600455,23.35,23.49,22.85,22.93,1578900,36504636.55,2.5279,-1.7987
2025-02-14,sh.600455,22.92,23.09,22.66,23.0,1508300,34562705.0,2.4149,0.3053
2025-02-17,sh.600455,23.0,23.8,23.0,23.57,2125701,49986292.63,3.4034,2.4783
2025-02-18,sh.600455,23.51,23.65,22.51,22.77,1803600,41591117.0,2.8877,-3.3941
2025-02-19,sh.600455,22.69,23.27,22.58,22.9,1582100,36323407.0,2.5331,0.5709
2025-02-20,sh.600455,22.81,23.42,22.81,23.2,1561700,36055430.0,2.5004,1.31
2025-02-21,sh.600455,23.17,23.25,22.65,23.05,1875756,42914786.84,3.0032,-0.6466
2025-02-24,sh.600455,23.19,23.88,23.02,23.38,2889800,67672825.0,4.6268,1.4317
2025-02-25,sh.600455,22.99,23.94,22.95,23.0,1510500,35090532.0,2.4184,-1.6253
2025-02-26,sh.600455,22.99,23.34,22.8,23.03,1326900,30588470.0,2.1245,0.1304
2025-02-27,sh.600455,23.03,23.2,22.5,22.82,1749500,39787064.8,2.8011,-0.9119
2025-02-28,sh.600455,22.58,23.03,22.08,22.12,1575800,35497098.0,2.523,-3.0675
2025-03-03,sh.600455,22.38,22.93,22.12,22.4,1697400,38345596.0,2.7177,1.2658
2025-03-04,sh.600455,22.21,23.05,22.2,22.96,1298200,29633181.0,2.0785,2.5
2025-03-05,sh.600455,22.97,23.12,22.5,22.97,1357600,30944726.0,2.1736,0.0436
2025-03-06,sh.600455,23.01,23.6,22.96,23.5,1709200,39845958.0,2.7366,2.3074
2025-03-07,sh.600455,23.5,23.64,23.1,23.21,1443300,33764873.0,2.3108,-1.234
2025-03-10,sh.600455,23.18,23.65,23.06,23.3,1474300,34426814.0,2.3605,0.3878
2025-03-11,sh.600455,23.0,23.33,22.54,23.3,1286600,29675388.0,2.0599,0.0
