date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600468,4.4,11239314,48778644.3,1.0333,0.4566
2025-01-14,sh.600468,4.62,14598371,66421570.6,1.3421,5.0
2025-01-15,sh.600468,4.55,11016950,50276235.5,1.0128,-1.5152
2025-01-16,sh.600468,4.6,10200110,47082527.1,0.9377,1.0989
2025-01-17,sh.600468,4.57,17152580,79221984.6,1.5769,-0.6522
2025-01-20,sh.600468,4.68,14895970,69631861.8,1.3694,2.407
2025-01-21,sh.600468,4.76,15533950,73683022.4,1.4281,1.7094
2025-01-22,sh.600468,4.79,18810237,90486999.99,1.7293,0.6303
2025-01-23,sh.600468,4.75,15479650,74460200.5,1.4231,-0.8351
2025-01-24,sh.600468,4.72,11827410,55861033.2,1.0873,-0.6316
2025-01-27,sh.600468,4.25,34728040,149136248.6,3.1927,-9.9576
2025-02-05,sh.600468,4.19,24989205,104926695.34,2.2974,-1.4118
2025-02-06,sh.600468,4.24,22969557,96778569.97,2.1117,1.1933
2025-02-07,sh.600468,4.3,22878816,98422375.66,2.1033,1.4151
2025-02-10,sh.600468,4.34,16750071,72387666.43,1.5399,0.9302
2025-02-11,sh.600468,4.45,31384264,138314478.54,2.8853,2.5346
2025-02-12,sh.600468,4.42,21463710,94788339.47,1.9732,-0.6742
2025-02-13,sh.600468,4.39,16537579,73025341.51,1.5204,-0.6787
2025-02-14,sh.600468,4.36,14050443,61320555.65,1.2917,-0.6834
2025-02-17,sh.600468,4.44,18156290,79834051.7,1.6692,1.8349
2025-02-18,sh.600468,4.33,18567680,81751205.6,1.707,-2.4775
2025-02-19,sh.600468,4.62,77524455,360060341.39,7.1271,6.6975
2025-02-20,sh.600468,4.54,55046763,249295426.02,5.0607,-1.7316
2025-02-21,sh.600468,4.42,47775013,212888806.1,4.3922,-2.6432
2025-02-24,sh.600468,4.42,25031640,110208909.6,2.3013,0.0
2025-02-25,sh.600468,4.36,19271050,84417836.5,1.7717,-1.3575
2025-02-26,sh.600468,4.38,18742050,81842137.6,1.723,0.4587
2025-02-27,sh.600468,4.33,23736037,102694652.94,2.1822,-1.1416
2025-02-28,sh.600468,4.27,22350233,95195996.91,2.0547,-1.3857
2025-03-03,sh.600468,4.3,22638510,98073827.4,2.0813,0.7026
2025-03-04,sh.600468,4.34,16670037,71942383.11,1.5325,0.9302
2025-03-05,sh.600468,4.31,14026251,60118251.26,1.2895,-0.6912
2025-03-06,sh.600468,4.35,16558300,71780310.89,1.5223,0.9281
2025-03-07,sh.600468,4.28,15498303,66914795.93,1.4248,-1.6092
2025-03-10,sh.600468,4.33,11217903,48457646.43,1.0313,1.1682
2025-03-11,sh.600468,4.32,14615917,62667366.8,1.3437,-0.2309
