date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.603138,16.15,17.11,15.97,17.0,33997720,566894512.4,12.0084,5.8531
2025-02-11,sh.603138,16.5,16.82,16.1,16.41,20140633,331086244.4,7.1139,-3.4706
2025-02-12,sh.603138,16.67,17.2,16.57,16.76,19088820,321107396.8,6.7424,2.1328
2025-02-13,sh.603138,16.71,17.25,16.28,16.91,20414300,341348623.0,7.2106,0.895
2025-02-14,sh.603138,18.11,18.11,17.05,17.44,39183020,689830688.81,13.8399,3.1342
2025-02-17,sh.603138,17.85,19.17,17.05,18.0,35939216,643529883.82,12.6941,3.211
2025-02-18,sh.603138,17.29,17.5,16.31,16.37,28275081,478820528.07,9.9871,-9.0556
2025-02-19,sh.603138,16.34,16.74,16.24,16.7,15737308,260905235.84,5.5586,2.0159
2025-02-20,sh.603138,16.53,17.09,16.25,16.75,17695200,294702105.38,6.2501,0.2994
2025-02-21,sh.603138,17.17,18.1,16.72,17.96,32292468,564547051.06,11.4061,7.2239
2025-02-24,sh.603138,17.58,17.58,16.88,17.09,25326204,433334375.82,8.9455,-4.8441
2025-02-25,sh.603138,16.4,17.07,16.3,16.74,14526426,243261282.88,5.1309,-2.048
2025-02-26,sh.603138,16.99,17.04,16.57,16.88,11418249,191659785.74,4.033,0.8363
2025-02-27,sh.603138,16.75,16.94,16.08,16.52,15332867,252329325.31,5.4157,-2.1327
2025-02-28,sh.603138,16.39,16.39,15.28,15.31,12817720,201731805.09,4.5274,-7.3245
2025-03-03,sh.603138,15.32,15.78,15.0,15.46,8382269,129716715.95,2.9607,0.9798
2025-03-04,sh.603138,15.34,16.06,15.24,16.06,8036500,127155805.0,2.8386,3.881
2025-03-05,sh.603138,15.9,16.21,15.7,16.05,7359900,117234711.0,2.5996,-0.0623
2025-03-06,sh.603138,16.3,16.68,16.17,16.6,12569200,206634939.0,4.4396,3.4268
2025-03-07,sh.603138,16.5,16.72,16.15,16.32,9806996,161492060.28,3.4639,-1.6867
2025-03-10,sh.603138,16.27,16.27,15.9,16.03,7316700,117285168.0,2.5843,-1.777
2025-03-11,sh.603138,15.76,16.01,15.7,15.98,5361468,85076961.2,1.8937,-0.3119
