date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.603039,67.71,68.98,66.16,67.58,6688857,451425688.62,2.5667,-0.6176
2025-02-11,sh.603039,66.0,74.34,65.66,68.86,8602839,596835634.51,3.3011,1.8941
2025-02-12,sh.603039,69.72,73.59,66.28,71.5,7948027,558219984.67,3.0499,3.8339
2025-02-13,sh.603039,70.98,72.73,69.05,70.4,5944149,419824172.7,2.2809,-1.5385
2025-02-14,sh.603039,70.21,77.44,69.8,77.44,7254948,531437967.04,2.7839,10.0
2025-02-17,sh.603039,85.18,85.18,78.78,79.9,11593043,951767502.75,4.4485,3.1767
2025-02-18,sh.603039,77.65,77.65,71.91,71.91,6082420,446842415.36,2.334,-10.0
2025-02-19,sh.603039,70.0,70.99,68.25,70.69,9462423,657732909.39,3.631,-1.6966
2025-02-20,sh.603039,70.82,70.99,67.25,68.9,7697406,529183502.95,2.9537,-2.5322
2025-02-21,sh.603039,69.1,73.97,68.5,72.5,8722183,620172381.47,3.3469,5.225
2025-02-24,sh.603039,73.82,75.28,70.5,71.76,7492845,544314729.86,2.8752,-1.0207
2025-02-25,sh.603039,70.0,70.48,67.3,68.23,6074020,419480422.0,2.3308,-4.9192
2025-02-26,sh.603039,69.31,69.31,67.5,67.9,4017791,273506937.16,1.5417,-0.4837
2025-02-27,sh.603039,67.56,67.84,63.41,64.64,5868453,383358292.7,2.2519,-4.8012
2025-02-28,sh.603039,64.12,64.28,61.61,62.04,3534270,222009013.7,1.3562,-4.0223
2025-03-03,sh.603039,63.99,68.24,63.12,65.28,9379921,619826481.96,3.5993,5.2224
2025-03-04,sh.603039,62.68,68.28,62.68,66.1,6064600,404463908.0,2.3271,1.2561
2025-03-05,sh.603039,67.1,69.9,65.97,67.46,4919300,332910893.5,1.8877,2.0575
2025-03-06,sh.603039,74.21,74.21,74.21,74.21,2409151,178783095.71,0.9245,10.0059
2025-03-07,sh.603039,81.63,81.63,76.33,81.5,12935523,1038368184.56,4.9637,9.8235
2025-03-10,sh.603039,75.25,77.43,73.35,73.49,12530668,927885334.65,4.8083,-9.8282
2025-03-11,sh.603039,71.5,76.76,70.75,76.0,8442557,627656113.64,3.2396,3.4154
