date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600212,6.98,10581637,71930113.25,2.0554,2.7982
2025-01-14,sh.600212,7.25,12721400,90992544.0,2.4711,3.8682
2025-01-15,sh.600212,7.08,6759200,47983091.0,1.3129,-2.3448
2025-01-16,sh.600212,7.25,10801400,77974946.0,2.0981,2.4011
2025-01-17,sh.600212,7.18,6716700,48076669.0,1.3047,-0.9655
2025-01-20,sh.600212,7.22,10126100,73922592.0,1.9669,0.5571
2025-01-21,sh.600212,7.32,11710725,85573123.15,2.2747,1.385
2025-01-22,sh.600212,7.08,9534624,68332329.68,1.852,-3.2787
2025-01-23,sh.600212,7.02,8645000,62027788.0,1.6792,-0.8475
2025-01-24,sh.600212,7.03,7992000,56289315.0,1.5524,0.1425
2025-01-27,sh.600212,6.86,9101300,62726837.0,1.7679,-2.4182
2025-02-05,sh.600212,7.27,21101200,150494213.8,4.0988,5.9767
2025-02-06,sh.600212,7.83,28113127,215637402.26,5.4608,7.7029
2025-02-07,sh.600212,8.05,29678382,237201155.6,5.7648,2.8097
2025-02-10,sh.600212,8.14,19880500,160906813.0,3.8617,1.118
2025-02-11,sh.600212,7.98,17804399,141711109.2,3.4584,-1.9656
2025-02-12,sh.600212,7.99,15022610,120441501.83,2.918,0.1253
2025-02-13,sh.600212,7.93,12311500,98709833.0,2.3914,-0.7509
2025-02-14,sh.600212,7.82,11996700,93642418.0,2.3303,-1.3871
2025-02-17,sh.600212,7.72,10226100,79047572.99,1.9864,-1.2788
2025-02-18,sh.600212,7.59,17145701,133015909.79,3.3304,-1.6839
2025-02-19,sh.600212,7.65,12062900,92168156.0,2.3431,0.7905
2025-02-20,sh.600212,7.52,12320101,92966706.17,2.3931,-1.6993
2025-02-21,sh.600212,7.41,18614316,137612285.12,3.6157,-1.4628
2025-02-24,sh.600212,7.66,28076900,212004303.0,5.4538,3.3738
2025-02-25,sh.600212,7.71,18340700,141520888.0,3.5626,0.6527
2025-02-26,sh.600212,7.54,14090035,106723972.91,2.7369,-2.2049
2025-02-27,sh.600212,8.29,49310368,392006732.91,9.5782,9.9469
2025-02-28,sh.600212,8.42,78986974,694966067.19,15.3427,1.5682
2025-03-03,sh.600212,8.87,60257505,524374133.29,11.7046,5.3444
2025-03-04,sh.600212,8.47,32721000,274043781.28,6.3558,-4.5096
2025-03-05,sh.600212,8.81,32340873,282360616.74,6.282,4.0142
2025-03-06,sh.600212,8.73,46382878,410829027.77,9.0096,-0.9081
2025-03-07,sh.600212,9.26,87423326,811402645.59,16.9814,6.071
2025-03-10,sh.600212,9.03,59369653,540118710.51,11.5322,-2.4838
2025-03-11,sh.600212,9.48,50768996,469384501.35,9.8616,4.9834
