date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.603381,20.12,744715,14945178.8,1.395,-0.1984
2025-01-14,sh.603381,20.72,1332169,27336237.82,2.4955,2.9821
2025-01-15,sh.603381,21.09,2559367,53949965.47,4.7944,1.7857
2025-01-16,sh.603381,21.05,1716416,36142943.94,3.2153,-0.1897
2025-01-17,sh.603381,21.01,804320,16861136.52,1.5067,-0.19
2025-01-20,sh.603381,21.05,1117401,23540815.4,2.0932,0.1904
2025-01-21,sh.603381,20.86,828591,17306942.21,1.5522,-0.9026
2025-01-22,sh.603381,20.73,722287,15027555.21,1.353,-0.6232
2025-01-23,sh.603381,20.85,1395287,29386374.14,2.6137,0.5789
2025-01-24,sh.603381,21.24,1947583,41307101.35,3.6483,1.8705
2025-01-27,sh.603381,21.07,1148297,24279805.79,2.1511,-0.8004
2025-02-05,sh.603381,21.23,989115,20992587.42,1.8529,0.7594
2025-02-06,sh.603381,21.49,1389186,29646692.82,2.6023,1.2247
2025-02-07,sh.603381,21.68,2414442,52656601.37,4.5229,0.8841
2025-02-10,sh.603381,21.75,1675437,36235896.23,3.1385,0.3229
2025-02-11,sh.603381,21.63,1053378,22760151.04,1.9733,-0.5517
2025-02-12,sh.603381,21.62,1503218,32373697.01,2.8159,-0.0462
2025-02-13,sh.603381,21.31,1269045,27224466.99,2.3773,-1.4339
2025-02-14,sh.603381,21.47,1175783,25273962.16,2.2026,0.7508
2025-02-17,sh.603381,21.5,1046137,22506265.76,1.9597,0.1397
2025-02-18,sh.603381,21.67,3680324,80611647.23,6.8942,0.7907
2025-02-19,sh.603381,21.74,2424949,52471747.06,4.5426,0.323
2025-02-20,sh.603381,21.59,1612168,34726549.25,3.02,-0.69
2025-02-21,sh.603381,21.64,1806014,39006703.66,3.3831,0.2316
2025-02-24,sh.603381,21.56,1311326,28269367.06,2.4565,-0.3697
2025-02-25,sh.603381,21.57,1610669,34767114.81,3.0172,0.0464
2025-02-26,sh.603381,21.93,2906855,63391798.75,5.4453,1.669
2025-02-27,sh.603381,21.78,2281476,49538431.92,4.2738,-0.684
2025-02-28,sh.603381,21.35,2446216,52858378.19,4.5824,-1.9743
2025-03-03,sh.603381,21.6,2023239,43738157.42,3.7901,1.171
2025-03-04,sh.603381,21.69,1272363,27469223.66,2.3835,0.4167
2025-03-05,sh.603381,21.48,1560564,33456567.92,2.9234,-0.9682
2025-03-06,sh.603381,21.68,1851819,40002148.05,3.469,0.9311
2025-03-07,sh.603381,21.5,1390962,29972607.2,2.6056,-0.8303
2025-03-10,sh.603381,21.93,2502358,54525452.24,4.6876,2.0
2025-03-11,sh.603381,21.93,1818632,39628750.31,3.4068,0.0
