date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600438,20.18,30810627,622202176.03,0.6844,0.6484
2025-01-14,sh.600438,20.71,34184829,701574667.66,0.7593,2.6264
2025-01-15,sh.600438,21.54,103234046,2207789552.24,2.2931,4.0077
2025-01-16,sh.600438,21.72,58248815,1259812107.0,1.2938,0.8357
2025-01-17,sh.600438,21.72,37974279,820138032.04,0.8435,0.0
2025-01-20,sh.600438,21.17,48894756,1044301804.28,1.0861,-2.5322
2025-01-21,sh.600438,20.19,62853548,1281737085.06,1.3961,-4.6292
2025-01-22,sh.600438,19.98,45540044,902868864.28,1.0116,-1.0401
2025-01-23,sh.600438,19.8,46936873,944024703.16,1.0426,-0.9009
2025-01-24,sh.600438,20.71,66939229,1364722882.49,1.4869,4.596
2025-01-27,sh.600438,20.46,34447721,710983321.29,0.7652,-1.2071
2025-02-05,sh.600438,20.58,40507782,839016677.12,0.8998,0.5865
2025-02-06,sh.600438,21.08,43688679,905026720.71,0.9704,2.4295
2025-02-07,sh.600438,22.74,109697814,2457021106.22,2.4367,7.8748
2025-02-10,sh.600438,22.12,75523824,1663053442.22,1.6776,-2.7265
2025-02-11,sh.600438,21.39,56120465,1203770482.48,1.2466,-3.3002
2025-02-12,sh.600438,21.77,41230226,887419524.17,0.9158,1.7765
2025-02-13,sh.600438,21.43,34502743,744436866.25,0.7664,-1.5618
2025-02-14,sh.600438,21.47,35671367,767869045.77,0.7923,0.1867
2025-02-17,sh.600438,21.78,51990246,1123412700.22,1.1548,1.4439
2025-02-18,sh.600438,20.9,52676015,1121006980.14,1.1701,-4.0404
2025-02-19,sh.600438,21.19,53264240,1121489485.09,1.1831,1.3876
2025-02-20,sh.600438,20.49,50611633,1042182418.96,1.1242,-3.3034
2025-02-21,sh.600438,20.58,50496309,1038006550.98,1.1216,0.4392
2025-02-24,sh.600438,20.8,50739172,1058167181.38,1.127,1.069
2025-02-25,sh.600438,21.42,92215180,1967380520.46,2.0483,2.9808
2025-02-26,sh.600438,22.07,84740956,1842088074.84,1.8823,3.0345
2025-02-27,sh.600438,21.56,50787721,1093396032.65,1.1281,-2.3108
2025-02-28,sh.600438,21.09,46377080,994316851.67,1.0301,-2.18
2025-03-03,sh.600438,21.31,56747827,1223651159.87,1.2605,1.0431
2025-03-04,sh.600438,21.28,38225921,805831124.73,0.8491,-0.1408
2025-03-05,sh.600438,20.64,55498614,1144909218.54,1.2328,-3.0075
2025-03-06,sh.600438,21.33,62619178,1327232653.18,1.3909,3.343
2025-03-07,sh.600438,21.42,55355223,1181272190.31,1.2296,0.4219
2025-03-10,sh.600438,21.77,50775987,1103098011.19,1.1279,1.634
2025-03-11,sh.600438,22.07,46835246,1018531542.8,1.0403,1.378
