date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-10,sh.600131,19.49,19.98,19.25,19.73,22835767,450455489.85,1.9095,4.2812
2025-02-11,sh.600131,19.6,19.6,19.13,19.22,12341098,237542633.24,1.0319,-2.5849
2025-02-12,sh.600131,19.19,19.73,19.17,19.65,12199501,238035328.23,1.0201,2.2373
2025-02-13,sh.600131,19.65,19.69,19.08,19.09,12387298,238229591.63,1.0358,-2.8499
2025-02-14,sh.600131,18.86,20.65,18.86,20.58,31850295,638229252.01,2.6633,7.8051
2025-02-17,sh.600131,21.06,21.11,19.81,20.05,27178076,550489846.32,2.2726,-2.5753
2025-02-18,sh.600131,19.89,20.18,19.38,19.42,15666258,309019798.3,1.31,-3.1421
2025-02-19,sh.600131,19.47,19.71,19.3,19.65,13765953,268731803.31,1.1511,1.1843
2025-02-20,sh.600131,19.69,19.69,19.1,19.37,16162263,312086795.46,1.3515,-1.4249
2025-02-21,sh.600131,19.47,20.65,19.47,20.53,31486651,633991337.42,2.6329,5.9886
2025-02-24,sh.600131,20.95,21.62,20.74,21.13,36727795,779990992.51,3.0711,2.9226
2025-02-25,sh.600131,20.7,21.55,20.27,20.94,29582587,618651578.29,2.4737,-0.8992
2025-02-26,sh.600131,20.97,21.33,20.61,20.91,20136783,421748680.09,1.6838,-0.1433
2025-02-27,sh.600131,20.84,20.9,19.7,19.9,29256837,588143617.87,2.4464,-4.8302
2025-02-28,sh.600131,19.79,19.79,19.07,19.16,17967612,348741039.73,1.5024,-3.7186
2025-03-03,sh.600131,19.2,19.42,18.8,19.16,13639948,261094874.26,1.1406,0.0
2025-03-04,sh.600131,19.0,19.55,18.92,19.49,10632615,205784819.69,0.8891,1.7223
2025-03-05,sh.600131,19.61,19.7,19.27,19.68,9692582,188903709.5,0.8105,0.9749
2025-03-06,sh.600131,19.73,20.35,19.73,20.23,19626393,395135366.7,1.6411,2.7947
2025-03-07,sh.600131,20.16,20.55,19.75,19.9,14229462,286353400.9,1.1898,-1.6312
2025-03-10,sh.600131,19.84,19.89,19.09,19.28,20339965,392797045.97,1.7008,-3.1156
2025-03-11,sh.600131,19.0,20.32,18.93,20.29,23852509,473405704.11,1.9945,5.2386
