date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600478,3.9,14612103,56343437.58,0.8773,1.0363
2025-01-14,sh.600478,4.04,19067350,75723926.5,1.1448,3.5897
2025-01-15,sh.600478,3.97,15941002,63339392.9,0.9571,-1.7327
2025-01-16,sh.600478,4.01,15984902,64368409.1,0.9597,1.0076
2025-01-17,sh.600478,4.02,11579407,46513253.0,0.6952,0.2494
2025-01-20,sh.600478,4.11,18348800,75146143.0,1.1017,2.2388
2025-01-21,sh.600478,4.19,39403407,167137344.86,2.3658,1.9465
2025-01-22,sh.600478,4.23,23892600,100272846.0,1.4345,0.9547
2025-01-23,sh.600478,4.18,22738689,96692353.52,1.3652,-1.182
2025-01-24,sh.600478,4.24,17174798,72339360.62,1.0312,1.4354
2025-01-27,sh.600478,4.17,13857900,58374196.0,0.832,-1.6509
2025-02-05,sh.600478,4.17,16669359,69788489.89,1.0008,0.0
2025-02-06,sh.600478,4.28,19962109,84433087.34,1.1985,2.6379
2025-02-07,sh.600478,4.33,22753850,98314958.0,1.3662,1.1682
2025-02-10,sh.600478,4.32,19900506,85754340.29,1.1948,-0.2309
2025-02-11,sh.600478,4.27,17445338,74102840.07,1.0474,-1.1574
2025-02-12,sh.600478,4.36,22323132,96413793.76,1.3403,2.1077
2025-02-13,sh.600478,4.31,19516855,84647243.05,1.1718,-1.1468
2025-02-14,sh.600478,4.31,17658185,76643118.2,1.0602,0.0
2025-02-17,sh.600478,4.32,21189378,91013504.38,1.2722,0.232
2025-02-18,sh.600478,4.32,36177589,158120305.83,2.1721,0.0
2025-02-19,sh.600478,4.34,24245700,104927857.0,1.4557,0.463
2025-02-20,sh.600478,4.35,26729520,115603996.5,1.6049,0.2304
2025-02-21,sh.600478,4.42,30107510,132373105.6,1.8077,1.6092
2025-02-24,sh.600478,4.44,32565305,144923111.15,1.9552,0.4525
2025-02-25,sh.600478,4.42,21096570,93485603.1,1.2666,-0.4505
2025-02-26,sh.600478,4.48,27536130,123088660.3,1.6533,1.3575
2025-02-27,sh.600478,4.59,49148890,223746512.6,2.9509,2.4554
2025-02-28,sh.600478,4.63,84927747,396974885.73,5.0991,0.8715
2025-03-03,sh.600478,5.09,77253940,388258043.54,4.6384,9.9352
2025-03-04,sh.600478,4.91,155845064,770107921.35,9.357,-3.5363
2025-03-05,sh.600478,4.84,80182652,388012124.24,4.8142,-1.4257
2025-03-06,sh.600478,4.97,90611494,448787446.0,5.4404,2.686
2025-03-07,sh.600478,5.07,107812808,548043623.43,6.4731,2.0121
2025-03-10,sh.600478,5.42,149296500,798865564.94,8.9638,6.9034
2025-03-11,sh.600478,5.31,85464099,448091130.77,5.1313,-2.0295
