date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.603191,12.82,8561698,109693995.82,4.5857,-1.6117
2025-01-14,sh.603191,13.34,10571194,139508705.62,5.662,4.0562
2025-01-15,sh.603191,13.14,7702896,101328245.4,4.1257,-1.4993
2025-01-16,sh.603191,13.1,8466570,111423193.24,4.5347,-0.3044
2025-01-17,sh.603191,12.6,12505600,157336341.0,6.698,-3.8168
2025-01-20,sh.603191,13.2,16451100,216227109.76,8.8112,4.7619
2025-01-21,sh.603191,13.19,8372400,110040462.0,4.4843,-0.0758
2025-01-22,sh.603191,14.51,33490895,474424940.51,17.9378,10.0076
2025-01-23,sh.603191,14.23,43354642,629474945.82,23.2208,-1.9297
2025-01-24,sh.603191,14.09,26844872,378177113.04,14.3782,-0.9838
2025-01-27,sh.603191,13.97,16534443,234011444.52,8.8559,-0.8517
2025-02-05,sh.603191,14.4,23333470,323554047.84,12.4974,3.078
2025-02-06,sh.603191,14.34,17879298,254204548.8,9.5762,-0.4167
2025-02-07,sh.603191,14.25,18469369,263424812.39,9.8922,-0.6276
2025-02-10,sh.603191,14.85,29842535,438952070.9,15.9837,4.2105
2025-02-11,sh.603191,14.45,17873252,260239516.11,9.5729,-2.6936
2025-02-12,sh.603191,14.31,15673012,223242297.5,8.3945,-0.9689
2025-02-13,sh.603191,14.04,11818435,166279506.5,6.33,-1.8868
2025-02-14,sh.603191,13.95,8526227,119508522.59,4.5667,-0.641
2025-02-17,sh.603191,14.18,9014571,126969076.94,4.8282,1.6487
2025-02-18,sh.603191,14.06,18589064,268397073.27,9.9563,-0.8463
2025-02-19,sh.603191,14.11,11723700,163972815.0,6.2792,0.3556
2025-02-20,sh.603191,13.92,10206920,141802726.24,5.4668,-1.3466
2025-02-21,sh.603191,14.04,9384812,131745189.48,5.0422,0.8621
2025-02-24,sh.603191,13.82,8889700,122861776.0,4.7762,-1.567
2025-02-25,sh.603191,13.51,7831800,106789631.0,4.2078,-2.2431
2025-02-26,sh.603191,13.84,7919134,108855361.13,4.2547,2.4426
2025-02-27,sh.603191,13.64,7037900,95804420.42,3.7813,-1.4451
2025-02-28,sh.603191,13.2,6588958,88279013.2,3.5401,-3.2258
2025-03-03,sh.603191,13.22,4742800,62980985.0,2.5482,0.1515
2025-03-04,sh.603191,13.37,3770688,50116522.64,2.0259,1.1346
2025-03-05,sh.603191,12.97,9373800,122341169.88,5.0363,-2.9918
2025-03-06,sh.603191,13.05,6322900,82871571.0,3.3971,0.6168
2025-03-07,sh.603191,12.88,7645600,98892988.0,4.1078,-1.3027
2025-03-10,sh.603191,13.03,5665500,73164831.0,3.0439,1.1646
2025-03-11,sh.603191,13.21,10847200,143000038.0,5.8279,1.3814
2025-01-13,sh.603333,4.2,19213700,79950509.0,3.0914,1.2048
2025-01-14,sh.603333,4.44,18677700,81628919.0,3.0051,5.7143
2025-01-15,sh.603333,4.39,14347500,63158053.0,2.3084,-1.1261
2025-01-16,sh.603333,4.42,14005700,62238968.0,2.2534,0.6834
2025-01-17,sh.603333,4.35,11261000,49310232.0,1.8118,-1.5837
2025-01-20,sh.603333,4.53,19426200,87620284.0,3.1256,4.1379
2025-01-21,sh.603333,4.5,10626000,47878152.0,1.7097,-0.6623
2025-01-22,sh.603333,4.48,13003000,59033896.0,2.0921,-0.4444
2025-01-23,sh.603333,4.49,14117900,64402678.0,2.2715,0.2232
2025-01-24,sh.603333,4.58,12514800,56850373.0,2.0136,2.0045
2025-01-27,sh.603333,4.55,11603700,53076049.0,1.867,-0.655
2025-02-05,sh.603333,4.67,13645043,63050211.52,2.1954,2.6374
2025-02-06,sh.603333,4.83,19597600,93206045.0,3.1531,3.4261
2025-02-07,sh.603333,4.92,25867700,127419906.0,4.162,1.8634
2025-02-10,sh.603333,5.01,18000700,89340582.0,2.8962,1.8293
2025-02-11,sh.603333,5.04,24084900,122157723.0,3.8751,0.5988
