date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-20,sh.601179,6.9,6.91,6.8,6.81,46432567,316699708.68,0.9058,-1.7316
2025-02-21,sh.601179,6.81,7.24,6.8,7.14,107023852,756668701.58,2.0879,4.8458
2025-02-24,sh.601179,7.26,7.34,7.03,7.08,61897991,440699114.45,1.2076,-0.8403
2025-02-25,sh.601179,7.0,7.01,6.84,6.86,64558348,445123401.54,1.2595,-3.1073
2025-02-26,sh.601179,6.93,7.0,6.87,6.9,40667482,280944593.78,0.7934,0.5831
2025-02-27,sh.601179,6.91,6.92,6.77,6.84,43412200,296912865.0,0.8469,-0.8696
2025-02-28,sh.601179,6.84,6.92,6.75,6.75,45366408,309788409.33,0.885,-1.3158
2025-03-03,sh.601179,6.73,6.87,6.7,6.73,40114955,271907842.15,0.7826,-0.2963
2025-03-04,sh.601179,6.71,6.8,6.68,6.73,25332379,170517732.81,0.4942,0.0
2025-03-05,sh.601179,6.72,6.76,6.63,6.68,31256919,208719540.73,0.6098,-0.7429
2025-03-06,sh.601179,6.68,6.72,6.63,6.68,53796098,358465003.49,1.0495,0.0
2025-03-07,sh.601179,6.67,6.67,6.58,6.6,51097884,337914486.55,0.9969,-1.1976
2025-03-10,sh.601179,6.6,6.63,6.49,6.57,53319157,348900770.77,1.0402,-0.4545
2025-03-11,sh.601179,6.52,6.59,6.47,6.58,38943551,255064146.58,0.7597,0.1522
