date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.600525,4.61,11799784,54168890.14,0.8947,0.4357
2025-01-14,sh.600525,4.78,11810633,55532683.66,0.8956,3.6876
2025-01-15,sh.600525,5.07,59657263,305531931.26,4.5237,6.0669
2025-01-16,sh.600525,4.82,48256405,235685827.7,3.6592,-4.931
2025-01-17,sh.600525,4.66,23748605,111162946.1,1.8008,-3.3195
2025-01-20,sh.600525,4.67,23999533,109503027.59,1.8198,0.2146
2025-01-21,sh.600525,4.68,14581092,68353696.24,1.1056,0.2141
2025-01-22,sh.600525,4.74,15718768,73734248.52,1.1919,1.2821
2025-01-23,sh.600525,4.64,13081720,62055841.2,0.992,-2.1097
2025-01-24,sh.600525,4.84,21342188,101759633.26,1.6183,4.3103
2025-01-27,sh.600525,4.88,15206901,74176500.03,1.1531,0.8264
2025-02-05,sh.600525,4.93,14163701,69524085.92,1.074,1.0246
2025-02-06,sh.600525,4.88,13653746,66841745.86,1.0353,-1.0142
2025-02-07,sh.600525,5.07,20798451,103860641.52,1.5771,3.8934
2025-02-10,sh.600525,5.09,10828380,54819699.45,0.8211,0.3945
2025-02-11,sh.600525,5.07,8487220,43121786.0,0.6436,-0.3929
2025-02-12,sh.600525,5.05,16341350,82263217.85,1.2391,-0.3945
2025-02-13,sh.600525,4.95,11846121,59097701.89,0.8983,-1.9802
2025-02-14,sh.600525,4.93,7539011,37292748.92,0.5717,-0.404
2025-02-17,sh.600525,4.97,10082701,49700862.09,0.7645,0.8114
2025-02-18,sh.600525,4.92,13248800,66291492.0,1.0046,-1.006
2025-02-19,sh.600525,4.99,7054120,35079923.2,0.5349,1.4228
2025-02-20,sh.600525,5.14,24244421,122250329.97,1.8384,3.006
2025-02-21,sh.600525,5.09,13175520,67306568.0,0.9991,-0.9728
2025-02-24,sh.600525,5.01,14114941,71199543.8,1.0703,-1.5717
2025-02-25,sh.600525,5.01,8887031,44675389.0,0.6739,0.0
2025-02-26,sh.600525,5.07,12544543,63528577.01,0.9512,1.1976
2025-02-27,sh.600525,5.02,11432961,57325733.22,0.8669,-0.9862
2025-02-28,sh.600525,5.1,33604821,171809209.08,2.5482,1.5936
2025-03-03,sh.600525,4.96,22109778,111280639.44,1.6765,-2.7451
2025-03-04,sh.600525,4.96,12394626,61654417.36,0.9399,0.0
2025-03-05,sh.600525,4.97,13066841,64350924.74,0.9908,0.2016
2025-03-06,sh.600525,5.01,19772086,99453465.8,1.4993,0.8048
2025-03-07,sh.600525,4.91,19778332,98371504.32,1.4997,-1.996
2025-03-10,sh.600525,4.76,24801637,119418590.86,1.8806,-3.055
2025-03-11,sh.600525,4.64,19447535,90741110.95,1.4747,-2.521
