date,code,open,high,low,close,volume,amount,turn,pctChg
2025-02-25,sz.300645,16.88,17.28,16.82,17.01,5641030,96239022.5,3.9707,-1.5625
2025-02-26,sz.300645,17.12,17.74,17.01,17.29,7488400,129464737.51,5.271,1.6461
2025-02-27,sz.300645,17.64,17.69,16.87,17.21,7218150,124450300.5,5.0808,-0.4627
2025-02-28,sz.300645,17.05,17.16,16.16,16.24,5690100,94530537.0,4.0052,-5.6363
2025-03-03,sz.300645,16.36,16.78,16.11,16.31,5034641,82921853.68,3.5438,0.431
2025-03-04,sz.300645,16.22,16.86,16.15,16.78,4550770,75531950.45,3.2032,2.8817
2025-03-05,sz.300645,16.94,17.04,16.5,16.9,3778500,63380785.0,2.6597,0.7151
2025-03-06,sz.300645,17.04,17.66,17.04,17.4,7921900,138064680.0,5.5762,2.9586
2025-03-07,sz.300645,17.54,17.97,17.15,17.36,8962095,157699929.65,6.3083,-0.2299
2025-03-10,sz.300645,17.31,17.75,16.77,16.98,6161200,104956609.0,4.3368,-2.1889
2025-03-11,sz.300645,16.8,16.84,16.42,16.74,4382800,72968632.0,3.085,-1.4134
