date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.601311,7.82,8930740,69389736.7,0.7613,0.0
2025-01-14,sh.601311,8.0,12193710,96889988.6,1.0394,2.3018
2025-01-15,sh.601311,7.93,8357600,66311268.0,0.7124,-0.875
2025-01-16,sh.601311,7.99,10143826,81293812.37,0.8647,0.7566
2025-01-17,sh.601311,8.07,7697410,61739845.9,0.6561,1.0013
2025-01-20,sh.601311,8.12,8165887,66414125.57,0.6961,0.6196
2025-01-21,sh.601311,8.09,5800206,46872495.54,0.4944,-0.3695
2025-01-22,sh.601311,8.1,6290177,50715997.63,0.5362,0.1236
2025-01-23,sh.601311,8.09,8126531,66228085.29,0.6927,-0.1235
2025-01-24,sh.601311,8.24,8138406,66569880.44,0.6937,1.8541
2025-01-27,sh.601311,8.21,7520100,62003963.9,0.641,-0.3641
2025-02-05,sh.601311,8.06,12123213,98405857.78,1.0334,-1.827
2025-02-06,sh.601311,8.21,9174894,74697997.48,0.7821,1.861
2025-02-07,sh.601311,8.26,13437653,110939340.54,1.1454,0.609
2025-02-10,sh.601311,8.19,14793433,121111072.03,1.261,-0.8475
2025-02-11,sh.601311,8.12,12335272,99914577.24,1.0515,-0.8547
2025-02-12,sh.601311,8.14,10443231,84762601.33,0.8902,0.2463
2025-02-13,sh.601311,8.06,17541272,141681601.31,1.4952,-0.9828
2025-02-14,sh.601311,8.07,11144849,90000241.7,0.95,0.1241
2025-02-17,sh.601311,8.0,15291905,122290204.15,1.3035,-0.8674
2025-02-18,sh.601311,8.0,18207884,146733616.16,1.5521,0.0
2025-02-19,sh.601311,8.03,12079074,96605806.42,1.0296,0.375
2025-02-20,sh.601311,8.0,12762080,101702517.4,1.0879,-0.3736
2025-02-21,sh.601311,8.08,19155594,154499195.42,1.6328,1.0
2025-02-24,sh.601311,8.4,50864008,429555385.39,4.3357,3.9604
2025-02-25,sh.601311,8.51,34767513,294884723.77,2.9636,1.3095
2025-02-26,sh.601311,8.73,41372128,358924642.3,3.5266,2.5852
2025-02-27,sh.601311,8.94,58747909,520744764.46,5.0077,2.4055
2025-02-28,sh.601311,8.79,36690081,324433851.07,3.1275,-1.6779
2025-03-03,sh.601311,8.89,44222092,397427350.71,3.7695,1.1377
2025-03-04,sh.601311,8.78,27543123,241492931.11,2.3478,-1.2373
2025-03-05,sh.601311,8.79,21492553,189172871.37,1.832,0.1139
2025-03-06,sh.601311,8.79,20268080,178093251.99,1.7277,0.0
2025-03-07,sh.601311,8.69,19224219,167514041.39,1.6387,-1.1377
2025-03-10,sh.601311,8.69,13527420,117688197.9,1.1531,0.0
2025-03-11,sh.601311,8.73,15231640,132421152.6,1.2984,0.4603
