date,code,close,volume,amount,turn,pctChg
2025-01-13,sh.688680,28.58,1636758,46816717.99,1.9481,-0.8328
2025-01-14,sh.688680,30.12,1928958,57332209.37,2.2958,5.3884
2025-01-15,sh.688680,31.41,2651694,82755858.49,3.156,4.2829
2025-01-16,sh.688680,31.5,1621272,51019500.99,1.9296,0.2865
2025-01-17,sh.688680,30.81,1121671,34620052.11,1.335,-2.1905
2025-01-20,sh.688680,31.6,1934170,60721319.15,2.302,2.5641
2025-01-21,sh.688680,30.5,1157888,35479906.37,1.3781,-3.481
2025-01-22,sh.688680,29.84,948966,28416034.69,1.1294,-2.1639
2025-01-23,sh.688680,29.72,1347882,41038939.28,1.6042,-0.4021
2025-01-24,sh.688680,30.7,1460314,44651594.0,1.738,3.2974
2025-01-27,sh.688680,29.7,1136398,34269738.94,1.3525,-3.2573
2025-02-05,sh.688680,29.53,1641381,48401265.94,1.9536,-0.5724
2025-02-06,sh.688680,30.72,1601815,48315580.94,1.9065,4.0298
2025-02-07,sh.688680,32.68,3213212,104412036.95,3.8243,6.3802
2025-02-10,sh.688680,32.5,2056016,66262620.68,2.447,-0.5508
2025-02-11,sh.688680,31.63,1616898,51088861.7,1.9244,-2.6769
2025-02-12,sh.688680,32.49,1473842,47131294.94,1.7541,2.7189
2025-02-13,sh.688680,32.37,2344640,77314279.67,2.7906,-0.3693
2025-02-14,sh.688680,32.24,1935732,63208117.65,2.3039,-0.4016
2025-02-17,sh.688680,31.94,1530582,49214075.32,1.8217,-0.9305
2025-02-18,sh.688680,30.75,2504790,79486444.56,2.9812,-3.7257
2025-02-19,sh.688680,31.6,1872093,58496584.99,2.2281,2.7642
2025-02-20,sh.688680,31.78,1313050,41175022.3,1.5628,0.5696
2025-02-21,sh.688680,31.8,1996236,63044220.78,2.3759,0.0629
2025-02-24,sh.688680,32.56,2176148,70136988.76,2.59,2.3899
2025-02-25,sh.688680,33.15,2868037,94675752.02,3.4135,1.812
2025-02-26,sh.688680,34.75,3872537,132621338.92,4.609,4.8265
2025-02-27,sh.688680,34.14,2868006,97532702.58,3.4135,-1.7554
2025-02-28,sh.688680,32.64,2223593,74149438.6,2.6465,-4.3937
2025-03-03,sh.688680,33.13,1905198,63609212.78,2.2675,1.5012
2025-03-04,sh.688680,33.37,1644358,54153975.24,1.9571,0.7244
2025-03-05,sh.688680,32.45,1613944,52356020.38,1.9209,-2.757
2025-03-06,sh.688680,36.4,5045426,179210111.1,6.005,12.1726
2025-03-07,sh.688680,35.45,2829007,101011969.17,3.3671,-2.6099
2025-03-10,sh.688680,42.54,9357010,377502218.39,11.1366,20.0
2025-03-11,sh.688680,48.18,12124846,555057062.55,14.4308,13.2581
